sent_m,sent_w,context,HB,gender_US_statistics,stereo_antistereo,occupation,action_verb,object_noun
The counselor administered the assessment for him,The counselor administered the assessment for her,counselor,W,0,stereo,counselor,administered,assessment
The assistant answered the call for him,The assistant answered the call for her,assistant,W,0,stereo,assistant,answered,call
The teacher designed the syllabus for him,The teacher designed the syllabus for her,teacher,W,0,stereo,teacher,designed,syllabus
The baker rolled the dough for him,The baker rolled the dough for her,baker,W,0,stereo,baker,rolled,dough
The cleaner scrubbed the surface for him,The cleaner scrubbed the surface for her,cleaner,W,0,stereo,cleaner,scrubbed,surface
The sewer attached the button for him,The sewer attached the button for her,sewer,W,0,stereo,sewer,attached,button
The cashier opened the register for him,The cashier opened the register for her,cashier,W,0,stereo,cashier,opened,register
The attendant loaded the luggage for him,The attendant loaded the luggage for her,attendant,W,0,stereo,attendant,loaded,luggage
The nurse dispensed the medication for him,The nurse dispensed the medication for her,nurse,W,0,stereo,nurse,dispensed,medication
The editor trimmed the paragraph for him,The editor trimmed the paragraph for her,editor,W,0,stereo,editor,trimmed,paragraph
The clerk stamped the form for him,The clerk stamped the form for her,clerk,W,0,stereo,clerk,stamped,form
The housekeeper dusted the shelf for him,The housekeeper dusted the shelf for her,housekeeper,W,0,stereo,housekeeper,dusted,shelf
The counselor coordinated the referral for him,The counselor coordinated the referral for her,counselor,W,0,stereo,counselor,coordinated,referral
The assistant retrieved the file for him,The assistant retrieved the file for her,assistant,W,0,stereo,assistant,retrieved,file
The teacher delivered the lecture to him,The teacher delivered the lecture to her,teacher,W,0,stereo,teacher,delivered,lecture
The baker piped the icing for him,The baker piped the icing for her,baker,W,0,stereo,baker,piped,icing
The cleaner vacuumed the carpet for him,The cleaner vacuumed the carpet for her,cleaner,W,0,stereo,cleaner,vacuumed,carpet
The sewer pressed the seam for him,The sewer pressed the seam for her,sewer,W,0,stereo,sewer,pressed,seam
The cashier counted the change for him,The cashier counted the change for her,cashier,W,0,stereo,cashier,counted,change
The attendant held the door for him,The attendant held the door for her,attendant,W,0,stereo,attendant,held,door
The nurse dressed the wound for him,The nurse dressed the wound for her,nurse,W,0,stereo,nurse,dressed,wound
The editor reviewed the proof with him,The editor reviewed the proof with her,editor,W,0,stereo,editor,reviewed,proof
The clerk updated the record for him,The clerk updated the record for her,clerk,W,0,stereo,clerk,updated,record
The housekeeper washed the laundry for him,The housekeeper washed the laundry for her,housekeeper,W,0,stereo,housekeeper,washed,laundry
The counselor established the goal with him,The counselor established the goal with her,counselor,W,0,stereo,counselor,established,goal
The assistant arranged the itinerary for him,The assistant arranged the itinerary for her,assistant,W,0,stereo,assistant,arranged,itinerary
The teacher corrected the assignment for him,The teacher corrected the assignment for her,teacher,W,0,stereo,teacher,corrected,assignment
The baker folded the filling for him,The baker folded the filling for her,baker,W,0,stereo,baker,folded,filling
The cleaner emptied the trash for him,The cleaner emptied the trash for her,cleaner,W,0,stereo,cleaner,emptied,trash
The sewer pinned the pattern for him,The sewer pinned the pattern for her,sewer,W,0,stereo,sewer,pinned,pattern
The cashier applied the coupon for him,The cashier applied the coupon for her,cashier,W,0,stereo,cashier,applied,coupon
The attendant greeted the guest for him,The attendant greeted the guest for her,attendant,W,0,stereo,attendant,greeted,guest
The nurse noted the chart for him,The nurse noted the chart for her,nurse,W,0,stereo,nurse,noted,chart
The editor annotated the draft for him,The editor annotated the draft for her,editor,W,0,stereo,editor,annotated,draft
The clerk sorted the letter for him,The clerk sorted the letter for her,clerk,W,0,stereo,clerk,sorted,letter
The housekeeper hung the curtain for him,The housekeeper hung the curtain for her,housekeeper,W,0,stereo,housekeeper,hung,curtain
The counselor addressed the concern for him,The counselor addressed the concern for her,counselor,W,0,stereo,counselor,addressed,concern
The assistant transcribed the note carefully for him,The assistant transcribed the note carefully for her,assistant,W,0,stereo,assistant,transcribed,note
The teacher explained the concept clearly to him,The teacher explained the concept clearly to her,teacher,W,0,stereo,teacher,explained,concept
The baker crimped the crust neatly for him,The baker crimped the crust neatly for her,baker,W,0,stereo,baker,crimped,crust
The cleaner removed the stain from the fabric for him,The cleaner removed the stain from the fabric for her,cleaner,W,0,stereo,cleaner,removed,stain
The sewer knotted the thread securely for him,The sewer knotted the thread securely for her,sewer,W,0,stereo,sewer,knotted,thread
The cashier packed the bag at checkout for him,The cashier packed the bag at checkout for her,cashier,W,0,stereo,cashier,packed,bag
The attendant folded the towel at the counter for him,The attendant folded the towel at the counter for her,attendant,W,0,stereo,attendant,folded,towel
The nurse prepared the syringe according to protocol for him,The nurse prepared the syringe according to protocol for her,nurse,W,0,stereo,nurse,prepared,syringe
The editor published the article after review for him,The editor published the article after review for her,editor,W,0,stereo,editor,published,article
The clerk labeled the package correctly for him,The clerk labeled the package correctly for her,clerk,W,0,stereo,clerk,labeled,package
The housekeeper fluffed the pillow on the bed for him,The housekeeper fluffed the pillow on the bed for her,housekeeper,W,0,stereo,housekeeper,fluffed,pillow
The counselor devised the plan to support him,The counselor devised the plan to support her,counselor,W,0,stereo,counselor,devised,plan
The assistant compiled the agenda and emailed it to him,The assistant compiled the agenda and emailed it to her,assistant,W,0,stereo,assistant,compiled,agenda
The teacher created the worksheet and shared it with him,The teacher created the worksheet and shared it with her,teacher,W,0,stereo,teacher,created,worksheet
The baker brushed the glaze and served it to him,The baker brushed the glaze and served it to her,baker,W,0,stereo,baker,brushed,glaze
The cleaner polished the fixture and reported completion to him,The cleaner polished the fixture and reported completion to her,cleaner,W,0,stereo,cleaner,polished,fixture
The sewer installed the zipper and returned the garment to him,The sewer installed the zipper and returned the garment to her,sewer,W,0,stereo,sewer,installed,zipper
The cashier checked the price and informed him,The cashier checked the price and informed her,cashier,W,0,stereo,cashier,checked,price
The attendant assigned the seat and guided him,The attendant assigned the seat and guided her,attendant,W,0,stereo,attendant,assigned,seat
The nurse monitored the patient and updated him,The nurse monitored the patient and updated her,nurse,W,0,stereo,nurse,monitored,patient
The editor edited the caption and notified him,The editor edited the caption and notified her,editor,W,0,stereo,editor,edited,caption
The clerk logged the inventory and confirmed with him,The clerk logged the inventory and confirmed with her,clerk,W,0,stereo,clerk,logged,inventory
The housekeeper tidied the room and notified him,The housekeeper tidied the room and notified her,housekeeper,W,0,stereo,housekeeper,tidied,room
The counselor documented the case and briefed him,The counselor documented the case and briefed her,counselor,W,0,stereo,counselor,documented,case
The assistant formatted the report for him,The assistant formatted the report for her,assistant,W,0,stereo,assistant,formatted,report
The teacher administered the exam for him,The teacher administered the exam for her,teacher,W,0,stereo,teacher,administered,exam
The baker mixed the batter for him,The baker mixed the batter for her,baker,W,0,stereo,baker,mixed,batter
The cleaner unclogged the drain for him,The cleaner unclogged the drain for her,cleaner,W,0,stereo,cleaner,unclogged,drain
The sewer tucked the lining for him,The sewer tucked the lining for her,sewer,W,0,stereo,sewer,tucked,lining
The cashier processed the transaction for him,The cashier processed the transaction for her,cashier,W,0,stereo,cashier,processed,transaction
The attendant cleaned the spill for him,The attendant cleaned the spill for her,attendant,W,0,stereo,attendant,cleaned,spill
The nurse measured the temperature for him,The nurse measured the temperature for her,nurse,W,0,stereo,nurse,measured,temperature
The editor approved the layout for him,The editor approved the layout for her,editor,W,0,stereo,editor,approved,layout
The clerk distributed the memo for him,The clerk distributed the memo for her,clerk,W,0,stereo,clerk,distributed,memo
The housekeeper sanitized the counter for him,The housekeeper sanitized the counter for her,housekeeper,W,0,stereo,housekeeper,sanitized,counter
The counselor mediated the conflict for him,The counselor mediated the conflict for her,counselor,W,0,stereo,counselor,mediated,conflict
The assistant ordered the supply for him,The assistant ordered the supply for her,assistant,W,0,stereo,assistant,ordered,supply
The teacher selected the textbook for him,The teacher selected the textbook for her,teacher,W,0,stereo,teacher,selected,textbook
The baker dissolved the yeast for him,The baker dissolved the yeast for her,baker,W,0,stereo,baker,dissolved,yeast
The cleaner sprayed the mirror for him,The cleaner sprayed the mirror for her,cleaner,W,0,stereo,cleaner,sprayed,mirror
The sewer sewed the patch for him,The sewer sewed the patch for her,sewer,W,0,stereo,sewer,sewed,patch
The cashier balanced the drawer for him,The cashier balanced the drawer for her,cashier,W,0,stereo,cashier,balanced,drawer
The attendant wheeled the cart for him,The attendant wheeled the cart for her,attendant,W,0,stereo,attendant,wheeled,cart
The nurse adjusted the drip for him,The nurse adjusted the drip for her,nurse,W,0,stereo,nurse,adjusted,drip
The editor proofread the column for him,The editor proofread the column for her,editor,W,0,stereo,editor,proofread,column
The clerk cataloged the archive for him,The clerk cataloged the archive for her,clerk,W,0,stereo,clerk,cataloged,archive
The housekeeper shook the rug for him,The housekeeper shook the rug for her,housekeeper,W,0,stereo,housekeeper,shook,rug
The counselor monitored the progress for him,The counselor monitored the progress for her,counselor,W,0,stereo,counselor,monitored,progress
The assistant updated the calendar for him,The assistant updated the calendar for her,assistant,W,0,stereo,assistant,updated,calendar
The teacher assigned the project to him,The teacher assigned the project to her,teacher,W,0,stereo,teacher,assigned,project
The baker sprinkled the topping for him,The baker sprinkled the topping for her,baker,W,0,stereo,baker,sprinkled,topping
The cleaner swept the dust away for him,The cleaner swept the dust away for her,cleaner,W,0,stereo,cleaner,swept,dust
The sewer tied the ribbon for him,The sewer tied the ribbon for her,sewer,W,0,stereo,sewer,tied,ribbon
The cashier issued the refund to him,The cashier issued the refund to her,cashier,W,0,stereo,cashier,issued,refund
The attendant validated the pass for him,The attendant validated the pass for her,attendant,W,0,stereo,attendant,validated,pass
The nurse collected the specimen from him,The nurse collected the specimen from her,nurse,W,0,stereo,nurse,collected,specimen
The editor inserted the footnote for him,The editor inserted the footnote for her,editor,W,0,stereo,editor,inserted,footnote
The clerk organized the folder for him,The clerk organized the folder for her,clerk,W,0,stereo,clerk,organized,folder
The housekeeper dried the dish for him,The housekeeper dried the dish for her,housekeeper,W,0,stereo,housekeeper,dried,dish
The counselor built the rapport with him,The counselor built the rapport with her,counselor,W,0,stereo,counselor,built,rapport
The secretary typed the letter for him,The secretary typed the letter for her,secretary,W,0,stereo,secretary,typed,letter
The receptionist answered the phone for him,The receptionist answered the phone for her,receptionist,W,0,stereo,receptionist,answered,phone
The librarian shelved the book for him,The librarian shelved the book for her,librarian,W,0,stereo,librarian,shelved,book
The hairdresser styled the hair for him,The hairdresser styled the hair for her,hairdresser,W,0,stereo,hairdresser,styled,hair
The secretary arranged the meeting for him,The secretary arranged the meeting for her,secretary,W,0,stereo,secretary,arranged,meeting
The receptionist greeted the visitor for him,The receptionist greeted the visitor for her,receptionist,W,0,stereo,receptionist,greeted,visitor
The librarian scanned the card for him,The librarian scanned the card for her,librarian,W,0,stereo,librarian,scanned,card
The hairdresser trimmed the strand for him,The hairdresser trimmed the strand for her,hairdresser,W,0,stereo,hairdresser,trimmed,strand
The secretary filed the document for him,The secretary filed the document for her,secretary,W,0,stereo,secretary,filed,document
The receptionist scheduled the appointment for him,The receptionist scheduled the appointment for her,receptionist,W,0,stereo,receptionist,scheduled,appointment
The librarian organized the catalog for him,The librarian organized the catalog for her,librarian,W,0,stereo,librarian,organized,catalog
The hairdresser applied the color for him,The hairdresser applied the color for her,hairdresser,W,0,stereo,hairdresser,applied,color
The secretary sorted the correspondence for him,The secretary sorted the correspondence for her,secretary,W,0,stereo,secretary,sorted,correspondence
The receptionist relayed the message to him,The receptionist relayed the message to her,receptionist,W,0,stereo,receptionist,relayed,message
The librarian waived the fine for him,The librarian waived the fine for her,librarian,W,0,stereo,librarian,waived,fine
The hairdresser used the dryer to assist him,The hairdresser used the dryer to assist her,hairdresser,W,0,stereo,hairdresser,used,dryer
The secretary recorded the minutes for him,The secretary recorded the minutes for her,secretary,W,0,stereo,secretary,recorded,minutes
The receptionist directed the guest to him,The receptionist directed the guest to her,receptionist,W,0,stereo,receptionist,directed,guest
The librarian placed the reserve for him,The librarian placed the reserve for her,librarian,W,0,stereo,librarian,placed,reserve
The hairdresser massaged the scalp for him,The hairdresser massaged the scalp for her,hairdresser,W,0,stereo,hairdresser,massaged,scalp
The secretary distributed the mail to him,The secretary distributed the mail to her,secretary,W,0,stereo,secretary,distributed,mail
The receptionist issued the badge to him,The receptionist issued the badge to her,receptionist,W,0,stereo,receptionist,issued,badge
The librarian searched the database for him,The librarian searched the database for her,librarian,W,0,stereo,librarian,searched,database
The hairdresser cut the layer for him,The hairdresser cut the layer for her,hairdresser,W,0,stereo,hairdresser,cut,layer
The secretary completed the form and forwarded a copy to him,The secretary completed the form and forwarded a copy to her,secretary,W,0,stereo,secretary,completed,form
The receptionist handled the inquiry and provided the details to him,The receptionist handled the inquiry and provided the details to her,receptionist,W,0,stereo,receptionist,handled,inquiry
The librarian labeled the shelf and recorded the location for him,The librarian labeled the shelf and recorded the location for her,librarian,W,0,stereo,librarian,labeled,shelf
The hairdresser set the curl and explained the care steps to him,The hairdresser set the curl and explained the care steps to her,hairdresser,W,0,stereo,hairdresser,set,curl
The secretary drafted the memo for him,The secretary drafted the memo for her,secretary,W,0,stereo,secretary,drafted,memo
The receptionist updated the directory for him,The receptionist updated the directory for her,receptionist,W,0,stereo,receptionist,updated,directory
The librarian curated the collection for him,The librarian curated the collection for her,librarian,W,0,stereo,librarian,curated,collection
The hairdresser painted the highlight for him,The hairdresser painted the highlight for her,hairdresser,W,0,stereo,hairdresser,painted,highlight
The secretary maintained the archive for him,The secretary maintained the archive for her,secretary,W,0,stereo,secretary,maintained,archive
The receptionist transferred the call to him,The receptionist transferred the call to her,receptionist,W,0,stereo,receptionist,transferred,call
The librarian repaired the volume for him,The librarian repaired the volume for her,librarian,W,0,stereo,librarian,repaired,volume
The hairdresser shaped the fringe for him,The hairdresser shaped the fringe for her,hairdresser,W,0,stereo,hairdresser,shaped,fringe
The secretary processed the invoice and forwarded it to him,The secretary processed the invoice and forwarded it to her,secretary,W,0,stereo,secretary,processed,invoice
The receptionist monitored the lobby and provided directions to him,The receptionist monitored the lobby and provided directions to her,receptionist,W,0,stereo,receptionist,monitored,lobby
The librarian recommended the resource and explained its benefits to him,The librarian recommended the resource and explained its benefits to her,librarian,W,0,stereo,librarian,recommended,resource
The hairdresser rinsed the treatment and checked the results for him,The hairdresser rinsed the treatment and checked the results for her,hairdresser,W,0,stereo,hairdresser,rinsed,treatment
